audio_path,feat_path
train-clean-100/103/1240/103-1240-0025.flac,train-clean-100/103/1240/103-1240-0025.pt
train-clean-100/103/1240/103-1240-0026.flac,train-clean-100/103/1240/103-1240-0026.pt
train-clean-100/103/1240/103-1240-0027.flac,train-clean-100/103/1240/103-1240-0027.pt
train-clean-100/103/1240/103-1240-0028.flac,train-clean-100/103/1240/103-1240-0028.pt
train-clean-100/103/1240/103-1240-0029.flac,train-clean-100/103/1240/103-1240-0029.pt
train-clean-100/103/1240/103-1240-0030.flac,train-clean-100/103/1240/103-1240-0030.pt
train-clean-100/103/1240/103-1240-0031.flac,train-clean-100/103/1240/103-1240-0031.pt
train-clean-100/103/1240/103-1240-0032.flac,train-clean-100/103/1240/103-1240-0032.pt
train-clean-100/103/1240/103-1240-0033.flac,train-clean-100/103/1240/103-1240-0033.pt
train-clean-100/103/1240/103-1240-0034.flac,train-clean-100/103/1240/103-1240-0034.pt
train-clean-100/103/1240/103-1240-0035.flac,train-clean-100/103/1240/103-1240-0035.pt
train-clean-100/103/1240/103-1240-0036.flac,train-clean-100/103/1240/103-1240-0036.pt
train-clean-100/103/1240/103-1240-0037.flac,train-clean-100/103/1240/103-1240-0037.pt
train-clean-100/103/1240/103-1240-0038.flac,train-clean-100/103/1240/103-1240-0038.pt
train-clean-100/103/1240/103-1240-0039.flac,train-clean-100/103/1240/103-1240-0039.pt
train-clean-100/103/1240/103-1240-0040.flac,train-clean-100/103/1240/103-1240-0040.pt
train-clean-100/103/1240/103-1240-0041.flac,train-clean-100/103/1240/103-1240-0041.pt
train-clean-100/103/1240/103-1240-0042.flac,train-clean-100/103/1240/103-1240-0042.pt
train-clean-100/103/1240/103-1240-0043.flac,train-clean-100/103/1240/103-1240-0043.pt
train-clean-100/103/1240/103-1240-0044.flac,train-clean-100/103/1240/103-1240-0044.pt
train-clean-100/103/1240/103-1240-0045.flac,train-clean-100/103/1240/103-1240-0045.pt
train-clean-100/103/1240/103-1240-0046.flac,train-clean-100/103/1240/103-1240-0046.pt
train-clean-100/103/1240/103-1240-0047.flac,train-clean-100/103/1240/103-1240-0047.pt
train-clean-100/103/1240/103-1240-0048.flac,train-clean-100/103/1240/103-1240-0048.pt
train-clean-100/103/1240/103-1240-0049.flac,train-clean-100/103/1240/103-1240-0049.pt
train-clean-100/103/1240/103-1240-0050.flac,train-clean-100/103/1240/103-1240-0050.pt
train-clean-100/103/1240/103-1240-0051.flac,train-clean-100/103/1240/103-1240-0051.pt
train-clean-100/103/1240/103-1240-0052.flac,train-clean-100/103/1240/103-1240-0052.pt
train-clean-100/103/1240/103-1240-0053.flac,train-clean-100/103/1240/103-1240-0053.pt
train-clean-100/103/1240/103-1240-0054.flac,train-clean-100/103/1240/103-1240-0054.pt
train-clean-100/103/1240/103-1240-0055.flac,train-clean-100/103/1240/103-1240-0055.pt
train-clean-100/103/1240/103-1240-0056.flac,train-clean-100/103/1240/103-1240-0056.pt
train-clean-100/103/1240/103-1240-0057.flac,train-clean-100/103/1240/103-1240-0057.pt
train-clean-100/103/1241/103-1241-0000.flac,train-clean-100/103/1241/103-1241-0000.pt
train-clean-100/103/1241/103-1241-0001.flac,train-clean-100/103/1241/103-1241-0001.pt
train-clean-100/103/1241/103-1241-0002.flac,train-clean-100/103/1241/103-1241-0002.pt
train-clean-100/103/1241/103-1241-0003.flac,train-clean-100/103/1241/103-1241-0003.pt
train-clean-100/103/1241/103-1241-0004.flac,train-clean-100/103/1241/103-1241-0004.pt
train-clean-100/103/1241/103-1241-0005.flac,train-clean-100/103/1241/103-1241-0005.pt
train-clean-100/103/1241/103-1241-0006.flac,train-clean-100/103/1241/103-1241-0006.pt
train-clean-100/103/1241/103-1241-0007.flac,train-clean-100/103/1241/103-1241-0007.pt
train-clean-100/103/1241/103-1241-0008.flac,train-clean-100/103/1241/103-1241-0008.pt
train-clean-100/103/1241/103-1241-0009.flac,train-clean-100/103/1241/103-1241-0009.pt
train-clean-100/103/1241/103-1241-0010.flac,train-clean-100/103/1241/103-1241-0010.pt
train-clean-100/103/1241/103-1241-0011.flac,train-clean-100/103/1241/103-1241-0011.pt
train-clean-100/103/1241/103-1241-0012.flac,train-clean-100/103/1241/103-1241-0012.pt
train-clean-100/103/1241/103-1241-0013.flac,train-clean-100/103/1241/103-1241-0013.pt
train-clean-100/103/1241/103-1241-0014.flac,train-clean-100/103/1241/103-1241-0014.pt
train-clean-100/103/1241/103-1241-0015.flac,train-clean-100/103/1241/103-1241-0015.pt
train-clean-100/103/1241/103-1241-0016.flac,train-clean-100/103/1241/103-1241-0016.pt
train-clean-100/103/1241/103-1241-0017.flac,train-clean-100/103/1241/103-1241-0017.pt
train-clean-100/103/1241/103-1241-0018.flac,train-clean-100/103/1241/103-1241-0018.pt
train-clean-100/103/1241/103-1241-0019.flac,train-clean-100/103/1241/103-1241-0019.pt
train-clean-100/103/1241/103-1241-0020.flac,train-clean-100/103/1241/103-1241-0020.pt
train-clean-100/103/1241/103-1241-0021.flac,train-clean-100/103/1241/103-1241-0021.pt
train-clean-100/103/1241/103-1241-0022.flac,train-clean-100/103/1241/103-1241-0022.pt
train-clean-100/103/1241/103-1241-0023.flac,train-clean-100/103/1241/103-1241-0023.pt
train-clean-100/103/1241/103-1241-0024.flac,train-clean-100/103/1241/103-1241-0024.pt
train-clean-100/103/1241/103-1241-0025.flac,train-clean-100/103/1241/103-1241-0025.pt
train-clean-100/103/1241/103-1241-0026.flac,train-clean-100/103/1241/103-1241-0026.pt
train-clean-100/103/1241/103-1241-0027.flac,train-clean-100/103/1241/103-1241-0027.pt
train-clean-100/103/1241/103-1241-0028.flac,train-clean-100/103/1241/103-1241-0028.pt
train-clean-100/103/1241/103-1241-0029.flac,train-clean-100/103/1241/103-1241-0029.pt
train-clean-100/103/1241/103-1241-0030.flac,train-clean-100/103/1241/103-1241-0030.pt
train-clean-100/103/1241/103-1241-0031.flac,train-clean-100/103/1241/103-1241-0031.pt
train-clean-100/103/1241/103-1241-0032.flac,train-clean-100/103/1241/103-1241-0032.pt
train-clean-100/103/1241/103-1241-0033.flac,train-clean-100/103/1241/103-1241-0033.pt
train-clean-100/103/1241/103-1241-0034.flac,train-clean-100/103/1241/103-1241-0034.pt
train-clean-100/103/1241/103-1241-0035.flac,train-clean-100/103/1241/103-1241-0035.pt
train-clean-100/103/1241/103-1241-0036.flac,train-clean-100/103/1241/103-1241-0036.pt
train-clean-100/103/1241/103-1241-0037.flac,train-clean-100/103/1241/103-1241-0037.pt
train-clean-100/103/1241/103-1241-0038.flac,train-clean-100/103/1241/103-1241-0038.pt
train-clean-100/103/1241/103-1241-0039.flac,train-clean-100/103/1241/103-1241-0039.pt
train-clean-100/103/1241/103-1241-0040.flac,train-clean-100/103/1241/103-1241-0040.pt
train-clean-100/103/1241/103-1241-0041.flac,train-clean-100/103/1241/103-1241-0041.pt
train-clean-100/103/1241/103-1241-0042.flac,train-clean-100/103/1241/103-1241-0042.pt
train-clean-100/103/1241/103-1241-0043.flac,train-clean-100/103/1241/103-1241-0043.pt
train-clean-100/1034/121119/1034-121119-0000.flac,train-clean-100/1034/121119/1034-121119-0000.pt
train-clean-100/1034/121119/1034-121119-0001.flac,train-clean-100/1034/121119/1034-121119-0001.pt
train-clean-100/1034/121119/1034-121119-0002.flac,train-clean-100/1034/121119/1034-121119-0002.pt
train-clean-100/1034/121119/1034-121119-0003.flac,train-clean-100/1034/121119/1034-121119-0003.pt
train-clean-100/1034/121119/1034-121119-0004.flac,train-clean-100/1034/121119/1034-121119-0004.pt
train-clean-100/1034/121119/1034-121119-0005.flac,train-clean-100/1034/121119/1034-121119-0005.pt
train-clean-100/1034/121119/1034-121119-0006.flac,train-clean-100/1034/121119/1034-121119-0006.pt
train-clean-100/1034/121119/1034-121119-0007.flac,train-clean-100/1034/121119/1034-121119-0007.pt
train-clean-100/1034/121119/1034-121119-0008.flac,train-clean-100/1034/121119/1034-121119-0008.pt
train-clean-100/1034/121119/1034-121119-0009.flac,train-clean-100/1034/121119/1034-121119-0009.pt
train-clean-100/1034/121119/1034-121119-0010.flac,train-clean-100/1034/121119/1034-121119-0010.pt
train-clean-100/1034/121119/1034-121119-0011.flac,train-clean-100/1034/121119/1034-121119-0011.pt
train-clean-100/1034/121119/1034-121119-0012.flac,train-clean-100/1034/121119/1034-121119-0012.pt
train-clean-100/1034/121119/1034-121119-0013.flac,train-clean-100/1034/121119/1034-121119-0013.pt
train-clean-100/1034/121119/1034-121119-0014.flac,train-clean-100/1034/121119/1034-121119-0014.pt
train-clean-100/1034/121119/1034-121119-0015.flac,train-clean-100/1034/121119/1034-121119-0015.pt
train-clean-100/1034/121119/1034-121119-0016.flac,train-clean-100/1034/121119/1034-121119-0016.pt
train-clean-100/1034/121119/1034-121119-0017.flac,train-clean-100/1034/121119/1034-121119-0017.pt
train-clean-100/1034/121119/1034-121119-0018.flac,train-clean-100/1034/121119/1034-121119-0018.pt
train-clean-100/1034/121119/1034-121119-0019.flac,train-clean-100/1034/121119/1034-121119-0019.pt
train-clean-100/1034/121119/1034-121119-0020.flac,train-clean-100/1034/121119/1034-121119-0020.pt
train-clean-100/1034/121119/1034-121119-0021.flac,train-clean-100/1034/121119/1034-121119-0021.pt
train-clean-100/1034/121119/1034-121119-0022.flac,train-clean-100/1034/121119/1034-121119-0022.pt
train-clean-100/1034/121119/1034-121119-0023.flac,train-clean-100/1034/121119/1034-121119-0023.pt
train-clean-100/1034/121119/1034-121119-0024.flac,train-clean-100/1034/121119/1034-121119-0024.pt
train-clean-100/1034/121119/1034-121119-0025.flac,train-clean-100/1034/121119/1034-121119-0025.pt
train-clean-100/1034/121119/1034-121119-0026.flac,train-clean-100/1034/121119/1034-121119-0026.pt
train-clean-100/1034/121119/1034-121119-0027.flac,train-clean-100/1034/121119/1034-121119-0027.pt
train-clean-100/1034/121119/1034-121119-0028.flac,train-clean-100/1034/121119/1034-121119-0028.pt
train-clean-100/1034/121119/1034-121119-0029.flac,train-clean-100/1034/121119/1034-121119-0029.pt
train-clean-100/1034/121119/1034-121119-0030.flac,train-clean-100/1034/121119/1034-121119-0030.pt
train-clean-100/1034/121119/1034-121119-0031.flac,train-clean-100/1034/121119/1034-121119-0031.pt
train-clean-100/1034/121119/1034-121119-0032.flac,train-clean-100/1034/121119/1034-121119-0032.pt
train-clean-100/1034/121119/1034-121119-0033.flac,train-clean-100/1034/121119/1034-121119-0033.pt
train-clean-100/1034/121119/1034-121119-0034.flac,train-clean-100/1034/121119/1034-121119-0034.pt
train-clean-100/1034/121119/1034-121119-0035.flac,train-clean-100/1034/121119/1034-121119-0035.pt
train-clean-100/1034/121119/1034-121119-0036.flac,train-clean-100/1034/121119/1034-121119-0036.pt
train-clean-100/1034/121119/1034-121119-0037.flac,train-clean-100/1034/121119/1034-121119-0037.pt
train-clean-100/1034/121119/1034-121119-0038.flac,train-clean-100/1034/121119/1034-121119-0038.pt
train-clean-100/1034/121119/1034-121119-0039.flac,train-clean-100/1034/121119/1034-121119-0039.pt
train-clean-100/1034/121119/1034-121119-0040.flac,train-clean-100/1034/121119/1034-121119-0040.pt
train-clean-100/1034/121119/1034-121119-0041.flac,train-clean-100/1034/121119/1034-121119-0041.pt
train-clean-100/1034/121119/1034-121119-0042.flac,train-clean-100/1034/121119/1034-121119-0042.pt
train-clean-100/1034/121119/1034-121119-0043.flac,train-clean-100/1034/121119/1034-121119-0043.pt
train-clean-100/1034/121119/1034-121119-0044.flac,train-clean-100/1034/121119/1034-121119-0044.pt
train-clean-100/1034/121119/1034-121119-0045.flac,train-clean-100/1034/121119/1034-121119-0045.pt
train-clean-100/1034/121119/1034-121119-0046.flac,train-clean-100/1034/121119/1034-121119-0046.pt
train-clean-100/1034/121119/1034-121119-0047.flac,train-clean-100/1034/121119/1034-121119-0047.pt
train-clean-100/1034/121119/1034-121119-0048.flac,train-clean-100/1034/121119/1034-121119-0048.pt
train-clean-100/1034/121119/1034-121119-0049.flac,train-clean-100/1034/121119/1034-121119-0049.pt
train-clean-100/1034/121119/1034-121119-0050.flac,train-clean-100/1034/121119/1034-121119-0050.pt
train-clean-100/1034/121119/1034-121119-0051.flac,train-clean-100/1034/121119/1034-121119-0051.pt
train-clean-100/1034/121119/1034-121119-0052.flac,train-clean-100/1034/121119/1034-121119-0052.pt
train-clean-100/1034/121119/1034-121119-0053.flac,train-clean-100/1034/121119/1034-121119-0053.pt
train-clean-100/1034/121119/1034-121119-0054.flac,train-clean-100/1034/121119/1034-121119-0054.pt
train-clean-100/1034/121119/1034-121119-0055.flac,train-clean-100/1034/121119/1034-121119-0055.pt
train-clean-100/1034/121119/1034-121119-0056.flac,train-clean-100/1034/121119/1034-121119-0056.pt
train-clean-100/1034/121119/1034-121119-0057.flac,train-clean-100/1034/121119/1034-121119-0057.pt
train-clean-100/1034/121119/1034-121119-0058.flac,train-clean-100/1034/121119/1034-121119-0058.pt
train-clean-100/1034/121119/1034-121119-0059.flac,train-clean-100/1034/121119/1034-121119-0059.pt
train-clean-100/1034/121119/1034-121119-0060.flac,train-clean-100/1034/121119/1034-121119-0060.pt
train-clean-100/1034/121119/1034-121119-0061.flac,train-clean-100/1034/121119/1034-121119-0061.pt
train-clean-100/1034/121119/1034-121119-0062.flac,train-clean-100/1034/121119/1034-121119-0062.pt
train-clean-100/1034/121119/1034-121119-0063.flac,train-clean-100/1034/121119/1034-121119-0063.pt
train-clean-100/1034/121119/1034-121119-0064.flac,train-clean-100/1034/121119/1034-121119-0064.pt
train-clean-100/1034/121119/1034-121119-0065.flac,train-clean-100/1034/121119/1034-121119-0065.pt
train-clean-100/1034/121119/1034-121119-0066.flac,train-clean-100/1034/121119/1034-121119-0066.pt
train-clean-100/1034/121119/1034-121119-0067.flac,train-clean-100/1034/121119/1034-121119-0067.pt
train-clean-100/1034/121119/1034-121119-0068.flac,train-clean-100/1034/121119/1034-121119-0068.pt
train-clean-100/1034/121119/1034-121119-0069.flac,train-clean-100/1034/121119/1034-121119-0069.pt
train-clean-100/1034/121119/1034-121119-0070.flac,train-clean-100/1034/121119/1034-121119-0070.pt
train-clean-100/1034/121119/1034-121119-0071.flac,train-clean-100/1034/121119/1034-121119-0071.pt
train-clean-100/1034/121119/1034-121119-0072.flac,train-clean-100/1034/121119/1034-121119-0072.pt
train-clean-100/1034/121119/1034-121119-0073.flac,train-clean-100/1034/121119/1034-121119-0073.pt
train-clean-100/1034/121119/1034-121119-0074.flac,train-clean-100/1034/121119/1034-121119-0074.pt
train-clean-100/1034/121119/1034-121119-0075.flac,train-clean-100/1034/121119/1034-121119-0075.pt
train-clean-100/1034/121119/1034-121119-0076.flac,train-clean-100/1034/121119/1034-121119-0076.pt
train-clean-100/1034/121119/1034-121119-0077.flac,train-clean-100/1034/121119/1034-121119-0077.pt
train-clean-100/1034/121119/1034-121119-0078.flac,train-clean-100/1034/121119/1034-121119-0078.pt
train-clean-100/1034/121119/1034-121119-0079.flac,train-clean-100/1034/121119/1034-121119-0079.pt
train-clean-100/1034/121119/1034-121119-0080.flac,train-clean-100/1034/121119/1034-121119-0080.pt
train-clean-100/1034/121119/1034-121119-0081.flac,train-clean-100/1034/121119/1034-121119-0081.pt
train-clean-100/1034/121119/1034-121119-0082.flac,train-clean-100/1034/121119/1034-121119-0082.pt
train-clean-100/1034/121119/1034-121119-0083.flac,train-clean-100/1034/121119/1034-121119-0083.pt
train-clean-100/1034/121119/1034-121119-0084.flac,train-clean-100/1034/121119/1034-121119-0084.pt
train-clean-100/1034/121119/1034-121119-0085.flac,train-clean-100/1034/121119/1034-121119-0085.pt
train-clean-100/1034/121119/1034-121119-0086.flac,train-clean-100/1034/121119/1034-121119-0086.pt
train-clean-100/1034/121119/1034-121119-0087.flac,train-clean-100/1034/121119/1034-121119-0087.pt
train-clean-100/1034/121119/1034-121119-0088.flac,train-clean-100/1034/121119/1034-121119-0088.pt
train-clean-100/1034/121119/1034-121119-0089.flac,train-clean-100/1034/121119/1034-121119-0089.pt
train-clean-100/1034/121119/1034-121119-0090.flac,train-clean-100/1034/121119/1034-121119-0090.pt
train-clean-100/1034/121119/1034-121119-0091.flac,train-clean-100/1034/121119/1034-121119-0091.pt
train-clean-100/1034/121119/1034-121119-0092.flac,train-clean-100/1034/121119/1034-121119-0092.pt
train-clean-100/1034/121119/1034-121119-0093.flac,train-clean-100/1034/121119/1034-121119-0093.pt
train-clean-100/1034/121119/1034-121119-0094.flac,train-clean-100/1034/121119/1034-121119-0094.pt
train-clean-100/1034/121119/1034-121119-0095.flac,train-clean-100/1034/121119/1034-121119-0095.pt
train-clean-100/1040/133433/1040-133433-0000.flac,train-clean-100/1040/133433/1040-133433-0000.pt
train-clean-100/1040/133433/1040-133433-0001.flac,train-clean-100/1040/133433/1040-133433-0001.pt
train-clean-100/1040/133433/1040-133433-0002.flac,train-clean-100/1040/133433/1040-133433-0002.pt
train-clean-100/1040/133433/1040-133433-0003.flac,train-clean-100/1040/133433/1040-133433-0003.pt
train-clean-100/1040/133433/1040-133433-0004.flac,train-clean-100/1040/133433/1040-133433-0004.pt
train-clean-100/1040/133433/1040-133433-0005.flac,train-clean-100/1040/133433/1040-133433-0005.pt
train-clean-100/1040/133433/1040-133433-0006.flac,train-clean-100/1040/133433/1040-133433-0006.pt
train-clean-100/1040/133433/1040-133433-0007.flac,train-clean-100/1040/133433/1040-133433-0007.pt
train-clean-100/1040/133433/1040-133433-0008.flac,train-clean-100/1040/133433/1040-133433-0008.pt
train-clean-100/1040/133433/1040-133433-0009.flac,train-clean-100/1040/133433/1040-133433-0009.pt
train-clean-100/1040/133433/1040-133433-0010.flac,train-clean-100/1040/133433/1040-133433-0010.pt
train-clean-100/1040/133433/1040-133433-0011.flac,train-clean-100/1040/133433/1040-133433-0011.pt
train-clean-100/1040/133433/1040-133433-0012.flac,train-clean-100/1040/133433/1040-133433-0012.pt
train-clean-100/1040/133433/1040-133433-0013.flac,train-clean-100/1040/133433/1040-133433-0013.pt
train-clean-100/1040/133433/1040-133433-0014.flac,train-clean-100/1040/133433/1040-133433-0014.pt
train-clean-100/1040/133433/1040-133433-0015.flac,train-clean-100/1040/133433/1040-133433-0015.pt
train-clean-100/1040/133433/1040-133433-0016.flac,train-clean-100/1040/133433/1040-133433-0016.pt
train-clean-100/1040/133433/1040-133433-0017.flac,train-clean-100/1040/133433/1040-133433-0017.pt
train-clean-100/1040/133433/1040-133433-0018.flac,train-clean-100/1040/133433/1040-133433-0018.pt
train-clean-100/1040/133433/1040-133433-0019.flac,train-clean-100/1040/133433/1040-133433-0019.pt
train-clean-100/1040/133433/1040-133433-0020.flac,train-clean-100/1040/133433/1040-133433-0020.pt
train-clean-100/1040/133433/1040-133433-0021.flac,train-clean-100/1040/133433/1040-133433-0021.pt
train-clean-100/1040/133433/1040-133433-0022.flac,train-clean-100/1040/133433/1040-133433-0022.pt
train-clean-100/1040/133433/1040-133433-0023.flac,train-clean-100/1040/133433/1040-133433-0023.pt
train-clean-100/1040/133433/1040-133433-0024.flac,train-clean-100/1040/133433/1040-133433-0024.pt
train-clean-100/1040/133433/1040-133433-0025.flac,train-clean-100/1040/133433/1040-133433-0025.pt
train-clean-100/1040/133433/1040-133433-0026.flac,train-clean-100/1040/133433/1040-133433-0026.pt
train-clean-100/1040/133433/1040-133433-0027.flac,train-clean-100/1040/133433/1040-133433-0027.pt
train-clean-100/1040/133433/1040-133433-0028.flac,train-clean-100/1040/133433/1040-133433-0028.pt
train-clean-100/1040/133433/1040-133433-0029.flac,train-clean-100/1040/133433/1040-133433-0029.pt
train-clean-100/1040/133433/1040-133433-0030.flac,train-clean-100/1040/133433/1040-133433-0030.pt
train-clean-100/1040/133433/1040-133433-0031.flac,train-clean-100/1040/133433/1040-133433-0031.pt
train-clean-100/1040/133433/1040-133433-0032.flac,train-clean-100/1040/133433/1040-133433-0032.pt
train-clean-100/1040/133433/1040-133433-0033.flac,train-clean-100/1040/133433/1040-133433-0033.pt
train-clean-100/1040/133433/1040-133433-0034.flac,train-clean-100/1040/133433/1040-133433-0034.pt
train-clean-100/1040/133433/1040-133433-0035.flac,train-clean-100/1040/133433/1040-133433-0035.pt
train-clean-100/1040/133433/1040-133433-0036.flac,train-clean-100/1040/133433/1040-133433-0036.pt
train-clean-100/1040/133433/1040-133433-0037.flac,train-clean-100/1040/133433/1040-133433-0037.pt
train-clean-100/1040/133433/1040-133433-0038.flac,train-clean-100/1040/133433/1040-133433-0038.pt
train-clean-100/1040/133433/1040-133433-0039.flac,train-clean-100/1040/133433/1040-133433-0039.pt
train-clean-100/1040/133433/1040-133433-0040.flac,train-clean-100/1040/133433/1040-133433-0040.pt
train-clean-100/1040/133433/1040-133433-0041.flac,train-clean-100/1040/133433/1040-133433-0041.pt
train-clean-100/1040/133433/1040-133433-0042.flac,train-clean-100/1040/133433/1040-133433-0042.pt
train-clean-100/1040/133433/1040-133433-0043.flac,train-clean-100/1040/133433/1040-133433-0043.pt
train-clean-100/1040/133433/1040-133433-0044.flac,train-clean-100/1040/133433/1040-133433-0044.pt
train-clean-100/1040/133433/1040-133433-0045.flac,train-clean-100/1040/133433/1040-133433-0045.pt
train-clean-100/1040/133433/1040-133433-0046.flac,train-clean-100/1040/133433/1040-133433-0046.pt
train-clean-100/1040/133433/1040-133433-0047.flac,train-clean-100/1040/133433/1040-133433-0047.pt
train-clean-100/1040/133433/1040-133433-0048.flac,train-clean-100/1040/133433/1040-133433-0048.pt
train-clean-100/1040/133433/1040-133433-0049.flac,train-clean-100/1040/133433/1040-133433-0049.pt
train-clean-100/1040/133433/1040-133433-0050.flac,train-clean-100/1040/133433/1040-133433-0050.pt
train-clean-100/1040/133433/1040-133433-0051.flac,train-clean-100/1040/133433/1040-133433-0051.pt
train-clean-100/1040/133433/1040-133433-0052.flac,train-clean-100/1040/133433/1040-133433-0052.pt
train-clean-100/1040/133433/1040-133433-0053.flac,train-clean-100/1040/133433/1040-133433-0053.pt
train-clean-100/1040/133433/1040-133433-0054.flac,train-clean-100/1040/133433/1040-133433-0054.pt
train-clean-100/1040/133433/1040-133433-0055.flac,train-clean-100/1040/133433/1040-133433-0055.pt
train-clean-100/1040/133433/1040-133433-0056.flac,train-clean-100/1040/133433/1040-133433-0056.pt
train-clean-100/1040/133433/1040-133433-0057.flac,train-clean-100/1040/133433/1040-133433-0057.pt
train-clean-100/1040/133433/1040-133433-0058.flac,train-clean-100/1040/133433/1040-133433-0058.pt
train-clean-100/1040/133433/1040-133433-0059.flac,train-clean-100/1040/133433/1040-133433-0059.pt
train-clean-100/1040/133433/1040-133433-0060.flac,train-clean-100/1040/133433/1040-133433-0060.pt
train-clean-100/1040/133433/1040-133433-0061.flac,train-clean-100/1040/133433/1040-133433-0061.pt
train-clean-100/1040/133433/1040-133433-0062.flac,train-clean-100/1040/133433/1040-133433-0062.pt
train-clean-100/1040/133433/1040-133433-0063.flac,train-clean-100/1040/133433/1040-133433-0063.pt
train-clean-100/1040/133433/1040-133433-0064.flac,train-clean-100/1040/133433/1040-133433-0064.pt
train-clean-100/1040/133433/1040-133433-0065.flac,train-clean-100/1040/133433/1040-133433-0065.pt
train-clean-100/1040/133433/1040-133433-0066.flac,train-clean-100/1040/133433/1040-133433-0066.pt
train-clean-100/1040/133433/1040-133433-0067.flac,train-clean-100/1040/133433/1040-133433-0067.pt
train-clean-100/1040/133433/1040-133433-0068.flac,train-clean-100/1040/133433/1040-133433-0068.pt
train-clean-100/1040/133433/1040-133433-0069.flac,train-clean-100/1040/133433/1040-133433-0069.pt
train-clean-100/1040/133433/1040-133433-0070.flac,train-clean-100/1040/133433/1040-133433-0070.pt
train-clean-100/1040/133433/1040-133433-0071.flac,train-clean-100/1040/133433/1040-133433-0071.pt
train-clean-100/1040/133433/1040-133433-0072.flac,train-clean-100/1040/133433/1040-133433-0072.pt
train-clean-100/1040/133433/1040-133433-0073.flac,train-clean-100/1040/133433/1040-133433-0073.pt
train-clean-100/1040/133433/1040-133433-0074.flac,train-clean-100/1040/133433/1040-133433-0074.pt
train-clean-100/1040/133433/1040-133433-0075.flac,train-clean-100/1040/133433/1040-133433-0075.pt
train-clean-100/1040/133433/1040-133433-0076.flac,train-clean-100/1040/133433/1040-133433-0076.pt
train-clean-100/1040/133433/1040-133433-0077.flac,train-clean-100/1040/133433/1040-133433-0077.pt
train-clean-100/1040/133433/1040-133433-0078.flac,train-clean-100/1040/133433/1040-133433-0078.pt
train-clean-100/1040/133433/1040-133433-0079.flac,train-clean-100/1040/133433/1040-133433-0079.pt
train-clean-100/1040/133433/1040-133433-0080.flac,train-clean-100/1040/133433/1040-133433-0080.pt
train-clean-100/1069/133699/1069-133699-0000.flac,train-clean-100/1069/133699/1069-133699-0000.pt
train-clean-100/1069/133699/1069-133699-0001.flac,train-clean-100/1069/133699/1069-133699-0001.pt
train-clean-100/1069/133699/1069-133699-0002.flac,train-clean-100/1069/133699/1069-133699-0002.pt
train-clean-100/1069/133699/1069-133699-0003.flac,train-clean-100/1069/133699/1069-133699-0003.pt
train-clean-100/1069/133699/1069-133699-0004.flac,train-clean-100/1069/133699/1069-133699-0004.pt
train-clean-100/1069/133699/1069-133699-0005.flac,train-clean-100/1069/133699/1069-133699-0005.pt
train-clean-100/1069/133699/1069-133699-0006.flac,train-clean-100/1069/133699/1069-133699-0006.pt
train-clean-100/1069/133699/1069-133699-0007.flac,train-clean-100/1069/133699/1069-133699-0007.pt
